urn,path,author,title,suggested_genre,confidence,recommended_genre,notes
tlg2115.tlg060.opp-grc1,tlg2115/tlg060/tlg2115.tlg060.opp-grc1.xml,Hippolytus,Refutatio Omnium Haeresium (= Philosophumena),prose-philosophy,medium,prose-philosophy,
tlg2115.tlg060.perseus-grc1,tlg2115/tlg060/tlg2115.tlg060.perseus-grc1.xml,Hippolytus,Refutatio Omnium Haeresium (= Philosophumena),prose-philosophy,medium,prose-philosophy,
tlg2135.tlg001.1st1K-grc1,tlg2135/tlg001/tlg2135.tlg001.1st1K-grc1.xml,Alypius,Isagoge musica,prose-philosophy,high,prose-philosophy,
tlg2136.tlg001.1st1K-grc1,tlg2136/tlg001/tlg2136.tlg001.1st1K-grc1.xml,Bacchius Geron,Isagoge artis musicae,prose-philosophy,high,prose-philosophy,
tlg2137.tlg001.1st1K-grc1,tlg2137/tlg001/tlg2137.tlg001.1st1K-grc1.xml,Gaudentius,Harmonica introductio,prose-philosophy,high,prose-philosophy,
tlg2138.tlg001.1st1K-grc1,tlg2138/tlg001/tlg2138.tlg001.1st1K-grc1.xml,Canticum Euripidis,Ex Orestis Stasimo I,attic-tragedy,medium,attic-tragedy,
tlg2139.tlg001.1st1K-grc1,tlg2139/tlg001/tlg2139.tlg001.1st1K-grc1.xml,Epitaphium Sicili,Sicili Epitaphium,verse-epigram,medium,verse-epigram,
tlg2140.tlg001.1st1K-grc1,tlg2140/tlg001/tlg2140.tlg001.1st1K-grc1.xml,Iamblichus Alchemista,Fragmentum alchemica,prose-philosophy,high,prose-philosophy,
tlg2178.tlg001.1st1K-grc1,tlg2178/tlg001/tlg2178.tlg001.1st1K-grc1.xml,Cassius Longinus,Ars rhetorica,prose-philosophy,high,prose-philosophy,
tlg2178.tlg002.1st1K-grc1,tlg2178/tlg002/tlg2178.tlg002.1st1K-grc1.xml,Cassius Longinus,Excerpta,prose-oratory,high,prose-oratory,
tlg2178.tlg004.1st1K-grc1,tlg2178/tlg004/tlg2178.tlg004.1st1K-grc1.xml,Cassius Longinus,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg2189.tlg003.1st1K-grc1,tlg2189/tlg003/tlg2189.tlg003.1st1K-grc1.xml,Callinicus,Fragmenta,prose-oratory,high,prose-oratory,
tlg2200.tlg001.1st1K-grc1,tlg2200/tlg001/tlg2200.tlg001.1st1K-grc1.xml,Libanius,Epistulae,prose-epistolary,high,prose-epistolary,
tlg2200.tlg00401.opp-grc1,tlg2200/tlg00401/tlg2200.tlg00401.opp-grc1.xml,Libanius,Oratio 1,prose-oratory,high,prose-oratory,
tlg2200.tlg00402.opp-grc1,tlg2200/tlg00402/tlg2200.tlg00402.opp-grc1.xml,Libanius,Oratio 2,prose-oratory,high,prose-oratory,
tlg2200.tlg00403.opp-grc1,tlg2200/tlg00403/tlg2200.tlg00403.opp-grc1.xml,Libanius,Oratio 3,prose-oratory,high,prose-oratory,
tlg2200.tlg00404.opp-grc1,tlg2200/tlg00404/tlg2200.tlg00404.opp-grc1.xml,Libanius,Oratio 4,prose-oratory,high,prose-oratory,
tlg2200.tlg00405.opp-grc1,tlg2200/tlg00405/tlg2200.tlg00405.opp-grc1.xml,Libanius,Oratio 5,prose-oratory,high,prose-oratory,
tlg2200.tlg00406.opp-grc1,tlg2200/tlg00406/tlg2200.tlg00406.opp-grc1.xml,Libanius,Oratio 6,prose-oratory,high,prose-oratory,
tlg2200.tlg00407.opp-grc1,tlg2200/tlg00407/tlg2200.tlg00407.opp-grc1.xml,Libanius,Oratio 7,prose-oratory,high,prose-oratory,
tlg2200.tlg00408.opp-grc1,tlg2200/tlg00408/tlg2200.tlg00408.opp-grc1.xml,Libanius,Oratio 8,prose-oratory,high,prose-oratory,
tlg2200.tlg00409.opp-grc1,tlg2200/tlg00409/tlg2200.tlg00409.opp-grc1.xml,Libanius,Oratio 9,prose-oratory,high,prose-oratory,
tlg2200.tlg00410.opp-grc1,tlg2200/tlg00410/tlg2200.tlg00410.opp-grc1.xml,Libanius,Oratio 10,prose-oratory,high,prose-oratory,
tlg2200.tlg00411.opp-grc1,tlg2200/tlg00411/tlg2200.tlg00411.opp-grc1.xml,Libanius,Oratio 11,prose-oratory,high,prose-oratory,
tlg2200.tlg00426.opp-grc1,tlg2200/tlg00426/tlg2200.tlg00426.opp-grc1.xml,Libanius,Oratio 26,prose-oratory,high,prose-oratory,
tlg2200.tlg00427.opp-grc1,tlg2200/tlg00427/tlg2200.tlg00427.opp-grc1.xml,Libanius,Oratio 27,prose-oratory,high,prose-oratory,
tlg2200.tlg00428.opp-grc1,tlg2200/tlg00428/tlg2200.tlg00428.opp-grc1.xml,Libanius,Oratio 28,prose-oratory,high,prose-oratory,
tlg2200.tlg00429.opp-grc1,tlg2200/tlg00429/tlg2200.tlg00429.opp-grc1.xml,Libanius,Oratio 29,prose-oratory,high,prose-oratory,
tlg2200.tlg00430.opp-grc1,tlg2200/tlg00430/tlg2200.tlg00430.opp-grc1.xml,Libanius,Oratio 30,prose-oratory,high,prose-oratory,
tlg2200.tlg00431.opp-grc1,tlg2200/tlg00431/tlg2200.tlg00431.opp-grc1.xml,Libanius,Oratio 31,prose-oratory,high,prose-oratory,
tlg2200.tlg00432.opp-grc1,tlg2200/tlg00432/tlg2200.tlg00432.opp-grc1.xml,Libanius,Oratio 32,prose-oratory,high,prose-oratory,
tlg2200.tlg00433.opp-grc1,tlg2200/tlg00433/tlg2200.tlg00433.opp-grc1.xml,Libanius,Oratio 33,prose-oratory,high,prose-oratory,
tlg2200.tlg00434.opp-grc1,tlg2200/tlg00434/tlg2200.tlg00434.opp-grc1.xml,Libanius,Oratio 34,prose-oratory,high,prose-oratory,
tlg2200.tlg00435.opp-grc1,tlg2200/tlg00435/tlg2200.tlg00435.opp-grc1.xml,Libanius,Oratio 35,prose-oratory,high,prose-oratory,
tlg2200.tlg00436.opp-grc1,tlg2200/tlg00436/tlg2200.tlg00436.opp-grc1.xml,Libanius,Oratio 36,prose-oratory,high,prose-oratory,
tlg2200.tlg00437.opp-grc1,tlg2200/tlg00437/tlg2200.tlg00437.opp-grc1.xml,Libanius,Oratio 37,prose-oratory,high,prose-oratory,
tlg2200.tlg00438.opp-grc1,tlg2200/tlg00438/tlg2200.tlg00438.opp-grc1.xml,Libanius,Oratio 38,prose-oratory,high,prose-oratory,
tlg2200.tlg00439.opp-grc1,tlg2200/tlg00439/tlg2200.tlg00439.opp-grc1.xml,Libanius,Oratio 39,prose-oratory,high,prose-oratory,
tlg2200.tlg00440.opp-grc1,tlg2200/tlg00440/tlg2200.tlg00440.opp-grc1.xml,Libanius,Oratio 40,prose-oratory,high,prose-oratory,
tlg2200.tlg00441.opp-grc1,tlg2200/tlg00441/tlg2200.tlg00441.opp-grc1.xml,Libanius,Oratio 41,prose-oratory,high,prose-oratory,
tlg2200.tlg00442.opp-grc1,tlg2200/tlg00442/tlg2200.tlg00442.opp-grc1.xml,Libanius,Oratio 42,prose-oratory,high,prose-oratory,
tlg2200.tlg00443.opp-grc1,tlg2200/tlg00443/tlg2200.tlg00443.opp-grc1.xml,Libanius,Oratio 43,prose-oratory,high,prose-oratory,
tlg2200.tlg00444.opp-grc1,tlg2200/tlg00444/tlg2200.tlg00444.opp-grc1.xml,Libanius,Oratio 44,prose-oratory,high,prose-oratory,
tlg2200.tlg00445.opp-grc1,tlg2200/tlg00445/tlg2200.tlg00445.opp-grc1.xml,Libanius,Oratio 45,prose-oratory,high,prose-oratory,
tlg2200.tlg00446.opp-grc1,tlg2200/tlg00446/tlg2200.tlg00446.opp-grc1.xml,Libanius,Oratio 46,prose-oratory,high,prose-oratory,
tlg2200.tlg00447.opp-grc1,tlg2200/tlg00447/tlg2200.tlg00447.opp-grc1.xml,Libanius,Oratio 47,prose-oratory,high,prose-oratory,
tlg2200.tlg00448.opp-grc1,tlg2200/tlg00448/tlg2200.tlg00448.opp-grc1.xml,Libanius,Oratio 48,prose-oratory,high,prose-oratory,
tlg2200.tlg00449.opp-grc1,tlg2200/tlg00449/tlg2200.tlg00449.opp-grc1.xml,Libanius,Oratio 49,prose-oratory,high,prose-oratory,
tlg2200.tlg00450.opp-grc1,tlg2200/tlg00450/tlg2200.tlg00450.opp-grc1.xml,Libanius,Oratio 50,prose-oratory,high,prose-oratory,
tlg2200.tlg00451.opp-grc1,tlg2200/tlg00451/tlg2200.tlg00451.opp-grc1.xml,Libanius,Oratio 51,prose-oratory,high,prose-oratory,
tlg2200.tlg00452.opp-grc1,tlg2200/tlg00452/tlg2200.tlg00452.opp-grc1.xml,Libanius,Oratio 52,prose-oratory,high,prose-oratory,
tlg2200.tlg00453.opp-grc1,tlg2200/tlg00453/tlg2200.tlg00453.opp-grc1.xml,Libanius,Oratio 53,prose-oratory,high,prose-oratory,
tlg2200.tlg00454.opp-grc1,tlg2200/tlg00454/tlg2200.tlg00454.opp-grc1.xml,Libanius,Oratio 54,prose-oratory,high,prose-oratory,
tlg2200.tlg00455.opp-grc1,tlg2200/tlg00455/tlg2200.tlg00455.opp-grc1.xml,Libanius,Oratio 55,prose-oratory,high,prose-oratory,
tlg2200.tlg00456.opp-grc1,tlg2200/tlg00456/tlg2200.tlg00456.opp-grc1.xml,Libanius,Oratio 56,prose-oratory,high,prose-oratory,
tlg2200.tlg00457.opp-grc1,tlg2200/tlg00457/tlg2200.tlg00457.opp-grc1.xml,Libanius,Oratio 57,prose-oratory,high,prose-oratory,
tlg2200.tlg00458.opp-grc1,tlg2200/tlg00458/tlg2200.tlg00458.opp-grc1.xml,Libanius,Oratio 58,prose-oratory,high,prose-oratory,
tlg2200.tlg00459.opp-grc1,tlg2200/tlg00459/tlg2200.tlg00459.opp-grc1.xml,Libanius,Oratio 59,prose-oratory,high,prose-oratory,
tlg2200.tlg00460.opp-grc1,tlg2200/tlg00460/tlg2200.tlg00460.opp-grc1.xml,Libanius,Oratio 60,prose-oratory,high,prose-oratory,
tlg2200.tlg00461.opp-grc1,tlg2200/tlg00461/tlg2200.tlg00461.opp-grc1.xml,Libanius,Oratio 61,prose-oratory,high,prose-oratory,
tlg2200.tlg00462.opp-grc1,tlg2200/tlg00462/tlg2200.tlg00462.opp-grc1.xml,Libanius,Oratio 62,prose-oratory,high,prose-oratory,
tlg2200.tlg00463.opp-grc1,tlg2200/tlg00463/tlg2200.tlg00463.opp-grc1.xml,Libanius,Oratio 63,prose-oratory,high,prose-oratory,
tlg2200.tlg00464.opp-grc1,tlg2200/tlg00464/tlg2200.tlg00464.opp-grc1.xml,Libanius,Oratio 64,prose-oratory,high,prose-oratory,
tlg2200.tlg00501.opp-grc1,tlg2200/tlg00501/tlg2200.tlg00501.opp-grc1.xml,Libanius,Declamatio 1,prose-oratory,high,prose-oratory,
tlg2200.tlg00502.opp-grc1,tlg2200/tlg00502/tlg2200.tlg00502.opp-grc1.xml,Libanius,Declamatio 2,prose-oratory,high,prose-oratory,
tlg2200.tlg00503.opp-grc1,tlg2200/tlg00503/tlg2200.tlg00503.opp-grc1.xml,Libanius,Declamatio 3,prose-oratory,high,prose-oratory,
tlg2200.tlg00504.opp-grc1,tlg2200/tlg00504/tlg2200.tlg00504.opp-grc1.xml,Libanius,Declamatio 4,prose-oratory,high,prose-oratory,
tlg2200.tlg00505.opp-grc1,tlg2200/tlg00505/tlg2200.tlg00505.opp-grc1.xml,Libanius,Declamatio 5,prose-oratory,high,prose-oratory,
tlg2200.tlg00506.opp-grc1,tlg2200/tlg00506/tlg2200.tlg00506.opp-grc1.xml,Libanius,Declamatio 6,prose-oratory,high,prose-oratory,
tlg2200.tlg00507.opp-grc1,tlg2200/tlg00507/tlg2200.tlg00507.opp-grc1.xml,Libanius,Declamatio 7,prose-oratory,high,prose-oratory,
tlg2200.tlg00508.opp-grc1,tlg2200/tlg00508/tlg2200.tlg00508.opp-grc1.xml,Libanius,Declamatio 8,prose-oratory,high,prose-oratory,
tlg2200.tlg00509.opp-grc1,tlg2200/tlg00509/tlg2200.tlg00509.opp-grc1.xml,Libanius,Declamatio 9,prose-oratory,high,prose-oratory,
tlg2200.tlg00510.opp-grc1,tlg2200/tlg00510/tlg2200.tlg00510.opp-grc1.xml,Libanius,Declamatio 10,prose-oratory,high,prose-oratory,
tlg2200.tlg00511.opp-grc1,tlg2200/tlg00511/tlg2200.tlg00511.opp-grc1.xml,Libanius,Declamatio 11,prose-oratory,high,prose-oratory,
tlg2200.tlg00512.opp-grc1,tlg2200/tlg00512/tlg2200.tlg00512.opp-grc1.xml,Libanius,Declamatio 12,prose-oratory,high,prose-oratory,
tlg2200.tlg00513.opp-grc1,tlg2200/tlg00513/tlg2200.tlg00513.opp-grc1.xml,Libanius,Declamatio 13,prose-oratory,high,prose-oratory,
tlg2200.tlg00514.opp-grc1,tlg2200/tlg00514/tlg2200.tlg00514.opp-grc1.xml,Libanius,Declamatio 14,prose-oratory,high,prose-oratory,
tlg2200.tlg00515.opp-grc1,tlg2200/tlg00515/tlg2200.tlg00515.opp-grc1.xml,Libanius,Declamatio 15,prose-oratory,high,prose-oratory,
tlg2200.tlg00516.opp-grc1,tlg2200/tlg00516/tlg2200.tlg00516.opp-grc1.xml,Libanius,Declamatio 16,prose-oratory,high,prose-oratory,
tlg2200.tlg00517.opp-grc1,tlg2200/tlg00517/tlg2200.tlg00517.opp-grc1.xml,Libanius,Declamatio 17,prose-oratory,high,prose-oratory,
tlg2200.tlg00518.opp-grc1,tlg2200/tlg00518/tlg2200.tlg00518.opp-grc1.xml,Libanius,Declamatio 18,prose-oratory,high,prose-oratory,
tlg2200.tlg00519.opp-grc1,tlg2200/tlg00519/tlg2200.tlg00519.opp-grc1.xml,Libanius,Declamatio 19,prose-oratory,high,prose-oratory,
tlg2200.tlg00520.opp-grc1,tlg2200/tlg00520/tlg2200.tlg00520.opp-grc1.xml,Libanius,Declamatio 20,prose-oratory,high,prose-oratory,
tlg2200.tlg00521.opp-grc1,tlg2200/tlg00521/tlg2200.tlg00521.opp-grc1.xml,Libanius,Declamatio 21,prose-oratory,high,prose-oratory,
tlg2200.tlg00522.opp-grc1,tlg2200/tlg00522/tlg2200.tlg00522.opp-grc1.xml,Libanius,Declamatio 22,prose-oratory,high,prose-oratory,
tlg2200.tlg00523.opp-grc1,tlg2200/tlg00523/tlg2200.tlg00523.opp-grc1.xml,Libanius,Declamatio 23,prose-oratory,high,prose-oratory,
tlg2200.tlg00524.opp-grc1,tlg2200/tlg00524/tlg2200.tlg00524.opp-grc1.xml,Libanius,Declamatio 24,prose-oratory,high,prose-oratory,
tlg2200.tlg00525.opp-grc1,tlg2200/tlg00525/tlg2200.tlg00525.opp-grc1.xml,Libanius,Declamatio 25,prose-oratory,high,prose-oratory,
tlg2200.tlg00526.opp-grc1,tlg2200/tlg00526/tlg2200.tlg00526.opp-grc1.xml,Libanius,Declamatio 26,prose-oratory,high,prose-oratory,
tlg2200.tlg00527.opp-grc1,tlg2200/tlg00527/tlg2200.tlg00527.opp-grc1.xml,Libanius,Declamatio 27,prose-oratory,high,prose-oratory,
tlg2200.tlg00528.opp-grc1,tlg2200/tlg00528/tlg2200.tlg00528.opp-grc1.xml,Libanius,Declamatio 28,prose-oratory,high,prose-oratory,
tlg2200.tlg00529.opp-grc1,tlg2200/tlg00529/tlg2200.tlg00529.opp-grc1.xml,Libanius,Declamatio 29,prose-oratory,high,prose-oratory,
tlg2200.tlg00530.opp-grc1,tlg2200/tlg00530/tlg2200.tlg00530.opp-grc1.xml,Libanius,Declamatio 30,prose-oratory,high,prose-oratory,
tlg2200.tlg00531.opp-grc1,tlg2200/tlg00531/tlg2200.tlg00531.opp-grc1.xml,Libanius,Declamatio 31,prose-oratory,high,prose-oratory,
tlg2200.tlg00532.opp-grc1,tlg2200/tlg00532/tlg2200.tlg00532.opp-grc1.xml,Libanius,Declamatio 32,prose-oratory,high,prose-oratory,
tlg2200.tlg00533.opp-grc1,tlg2200/tlg00533/tlg2200.tlg00533.opp-grc1.xml,Libanius,Declamatio 33,prose-oratory,high,prose-oratory,
tlg2200.tlg00534.opp-grc1,tlg2200/tlg00534/tlg2200.tlg00534.opp-grc1.xml,Libanius,Declamatio 34,prose-oratory,high,prose-oratory,
tlg2200.tlg00535.opp-grc1,tlg2200/tlg00535/tlg2200.tlg00535.opp-grc1.xml,Libanius,Declamatio 35,prose-oratory,high,prose-oratory,
tlg2200.tlg00536.opp-grc1,tlg2200/tlg00536/tlg2200.tlg00536.opp-grc1.xml,Libanius,Declamatio 36,prose-oratory,high,prose-oratory,
tlg2200.tlg00537.opp-grc1,tlg2200/tlg00537/tlg2200.tlg00537.opp-grc1.xml,Libanius,Declamatio 37,prose-oratory,high,prose-oratory,
tlg2200.tlg00538.opp-grc1,tlg2200/tlg00538/tlg2200.tlg00538.opp-grc1.xml,Libanius,Declamatio 38,prose-oratory,high,prose-oratory,
tlg2200.tlg00539.opp-grc1,tlg2200/tlg00539/tlg2200.tlg00539.opp-grc1.xml,Libanius,Declamatio 39,prose-oratory,high,prose-oratory,
tlg2200.tlg00540.opp-grc1,tlg2200/tlg00540/tlg2200.tlg00540.opp-grc1.xml,Libanius,Declamatio 40,prose-oratory,high,prose-oratory,
tlg2200.tlg00541.opp-grc1,tlg2200/tlg00541/tlg2200.tlg00541.opp-grc1.xml,Libanius,Declamatio 41,prose-oratory,high,prose-oratory,
tlg2200.tlg00542.opp-grc1,tlg2200/tlg00542/tlg2200.tlg00542.opp-grc1.xml,Libanius,Declamatio 42,prose-oratory,high,prose-oratory,
tlg2200.tlg00543.opp-grc1,tlg2200/tlg00543/tlg2200.tlg00543.opp-grc1.xml,Libanius,Declamatio 43,prose-oratory,high,prose-oratory,
tlg2200.tlg00544.opp-grc1,tlg2200/tlg00544/tlg2200.tlg00544.opp-grc1.xml,Libanius,Declamatio 44,prose-oratory,high,prose-oratory,
tlg2200.tlg00545.opp-grc1,tlg2200/tlg00545/tlg2200.tlg00545.opp-grc1.xml,Libanius,Declamatio 45,prose-oratory,high,prose-oratory,
tlg2200.tlg00546.opp-grc1,tlg2200/tlg00546/tlg2200.tlg00546.opp-grc1.xml,Libanius,Declamatio 46,prose-oratory,high,prose-oratory,
tlg2200.tlg00547.opp-grc1,tlg2200/tlg00547/tlg2200.tlg00547.opp-grc1.xml,Libanius,Declamatio 47,prose-oratory,high,prose-oratory,
tlg2200.tlg00548.opp-grc1,tlg2200/tlg00548/tlg2200.tlg00548.opp-grc1.xml,Libanius,Declamatio 48,prose-oratory,high,prose-oratory,
tlg2200.tlg00549.opp-grc1,tlg2200/tlg00549/tlg2200.tlg00549.opp-grc1.xml,Libanius,Declamatio 49,prose-oratory,high,prose-oratory,
tlg2200.tlg00550.opp-grc1,tlg2200/tlg00550/tlg2200.tlg00550.opp-grc1.xml,Libanius,Declamatio 50,prose-oratory,high,prose-oratory,
tlg2200.tlg00551.opp-grc1,tlg2200/tlg00551/tlg2200.tlg00551.opp-grc1.xml,Libanius,Declamatio 51,prose-oratory,high,prose-oratory,
tlg2200.tlg008.1st1K-grc1,tlg2200/tlg008/tlg2200.tlg008.1st1K-grc1.xml,Libanius,Characteres Epistolici [Sp.],prose-epistolary,high,prose-epistolary,
tlg2233.tlg001.1st1K-grc1,tlg2233/tlg001/tlg2233.tlg001.1st1K-grc1.xml,Pseudo-Polemon,Physiognomonica (Epitome Adamantiana),prose-philosophy,high,prose-philosophy,
tlg2233.tlg002.1st1K-grc1,tlg2233/tlg002/tlg2233.tlg002.1st1K-grc1.xml,Pseudo-Polemon,Physiognomonica,prose-philosophy,high,prose-philosophy,
tlg2371.tlg001.1st1K-grc1,tlg2371/tlg001/tlg2371.tlg001.1st1K-grc1.xml,Chronicon Paschale,Chronicon Paschale,prose-historiography,high,prose-historiography,
tlg2583.tlg001.1st1K-grc1,tlg2583/tlg001/tlg2583.tlg001.1st1K-grc1.xml,Manetho Astrologus,Apotelesmatica,verse-didactic,high,verse-didactic,
tlg2586.tlg001.1st1K-grc1,tlg2586/tlg001/tlg2586.tlg001.1st1K-grc1.xml,Menander Rhetor,Διαίρεσις τῶν ἐπιδεικτικῶν,prose-philosophy,high,prose-philosophy,
tlg2586.tlg002.1st1K-grc1,tlg2586/tlg002/tlg2586.tlg002.1st1K-grc1.xml,Menander Rhetor,Περὶ ἐπιδεικτικῶν,prose-philosophy,high,prose-philosophy,
tlg2601.tlg001.1st1K-grc1,tlg2601/tlg001/tlg2601.tlg001.1st1K-grc1.xml,Tiberius Rhetor,De figuris Demosthenicis,prose-philosophy,high,prose-philosophy,
tlg2632.tlg001.1st1K-grc1,tlg2632/tlg001/tlg2632.tlg001.1st1K-grc1.xml,Comarius,De lapide philosophorum,prose-philosophy,high,prose-philosophy,
tlg2640.tlg001.1st1K-grc1,tlg2640/tlg001/tlg2640.tlg001.1st1K-grc1.xml,Eusebius Myndius,Fragmenta,prose-philosophy,high,prose-philosophy,
tlg2655.tlg002.1st1K-grc1,tlg2655/tlg002/tlg2655.tlg002.1st1K-grc1.xml,Damigeron,De lapidibus,prose-philosophy,high,prose-philosophy,
tlg2691.tlg002.1st1K-grc1,tlg2691/tlg002/tlg2691.tlg002.1st1K-grc1.xml,"Musaeus, Eleusinius",Fragmenta,prose-philosophy,high,prose-philosophy,
tlg2703.tlg001.1st1K-grc1,tlg2703/tlg001/tlg2703.tlg001.1st1K-grc1.xml,Anna Comnena,Alexias,prose-historiography,high,prose-historiography,
tlg2703.tlg001.1st1K-grc2,tlg2703/tlg001/tlg2703.tlg001.1st1K-grc2.xml,Anna Comnena,Alexias,prose-historiography,high,prose-historiography,
tlg2703.tlg001.1st1K-lat1,tlg2703/tlg001/tlg2703.tlg001.1st1K-lat1.xml,Anna Comnena,Alexias,prose-historiography,high,prose-historiography,
tlg2733.tlg001.1st1K-grc1,tlg2733/tlg001/tlg2733.tlg001.1st1K-grc1.xml,"Evagrius, Scholasticus",Historia Ecclesiastica,prose-historiography,high,prose-historiography,
tlg2768.tlg001.1st1K-grc1,tlg2768/tlg001/tlg2768.tlg001.1st1K-grc1.xml,Gelasius,Historia Ecclesiastica,prose-historiography,high,prose-historiography,
tlg2806.tlg001.1st1K-grc1,tlg2806/tlg001/tlg2806.tlg001.1st1K-grc1.xml,Marcus Diaconus,Vita Porphyrii episcopi Gazensis,prose-biography,high,prose-biography,
tlg2948.tlg001.1st1K-eng1,tlg2948/tlg001/tlg2948.tlg001.1st1K-eng1.xml,Acta Philippi,Acta Philippi,prose-biography,high,prose-biography,
tlg2948.tlg001.1st1K-grc1,tlg2948/tlg001/tlg2948.tlg001.1st1K-grc1.xml,Acta Philippi,Acta Philippi,prose-biography,high,prose-biography,
tlg2949.tlg001.1st1K-grc1,tlg2949/tlg001/tlg2949.tlg001.1st1K-grc1.xml,Acta Barnabae,Acta Barnabae,prose-biography,high,prose-biography,
tlg2959.tlg001.opp-grc1,tlg2959/tlg001/tlg2959.tlg001.opp-grc1.xml,Methodius,Symposium Sive Convivium Decem Virginum,prose-dialogue,high,prose-dialogue,
tlg2959.tlg002.opp-ger1,tlg2959/tlg002/tlg2959.tlg002.opp-ger1.xml,Methodius,De Libero Arbitrio,prose-philosophy,high,prose-philosophy,
tlg2959.tlg002.opp-grc1,tlg2959/tlg002/tlg2959.tlg002.opp-grc1.xml,Methodius,De Libero Arbitrio,prose-philosophy,high,prose-philosophy,
tlg2959.tlg003.opp-ger1,tlg2959/tlg003/tlg2959.tlg003.opp-ger1.xml,Methodius,De Resurrectione,prose-philosophy,high,prose-philosophy,
tlg2959.tlg004.opp-ger1,tlg2959/tlg004/tlg2959.tlg004.opp-ger1.xml,Methodius,De Lepra Ad Sistelium,prose-philosophy,high,prose-philosophy,
tlg2959.tlg005.opp-grc1,tlg2959/tlg005/tlg2959.tlg005.opp-grc1.xml,Methodius,"De Creatis (Fragmenta Ap. Photium, Bibl. Cod. 235)",prose-philosophy,high,prose-philosophy,
tlg2959.tlg006.opp-grc1,tlg2959/tlg006/tlg2959.tlg006.opp-grc1.xml,Methodius,Adversus Porphyrium (Fragmenta),prose-philosophy,high,prose-philosophy,
tlg2959.tlg007.opp-grc1,tlg2959/tlg007/tlg2959.tlg007.opp-grc1.xml,Methodius,Fragmenta In Job (In Catenis),prose-philosophy,high,prose-philosophy,
tlg2959.tlg008.opp-grc1,tlg2959/tlg008/tlg2959.tlg008.opp-grc1.xml,Methodius,De Martyribus (Fragmenta),prose-oratory,high,prose-oratory,
tlg2959.tlg010.opp-grc1,tlg2959/tlg010/tlg2959.tlg010.opp-grc1.xml,Methodius,Fragmenta Incerta [Sp.],prose-philosophy,high,prose-philosophy,
tlg2959.tlg011.opp-ger1,tlg2959/tlg011/tlg2959.tlg011.opp-ger1.xml,Methodius,In Genesim (In Catenis),prose-philosophy,high,prose-philosophy,
tlg2959.tlg012.opp-ger1,tlg2959/tlg012/tlg2959.tlg012.opp-ger1.xml,Methodius,Sermo De Simeone Et Anna [Sp.],prose-oratory,high,prose-oratory,
tlg2970.tlg001.1st1K-grc1,tlg2970/tlg001/tlg2970.tlg001.1st1K-grc1.xml,Severus Philosophus,Περὶ ψυχῆς (fragmentum),prose-philosophy,high,prose-philosophy,
tlg2972.tlg001.1st1K-grc1,tlg2972/tlg001/tlg2972.tlg001.1st1K-grc1.xml,Anonymi de Terrae Motibus,Anonymi Dissertatio De Terrae Motibus,prose-philosophy,high,prose-philosophy,
tlg3118.tlg001.1st1K-grc1,tlg3118/tlg001/tlg3118.tlg001.1st1K-grc1.xml,Syntipas,Ιστορικον Συντιπα του Φιλοσοφου Ωραιοτατον Πανυ,prose-historiography,high,prose-historiography,
tlg3118.tlg002.1st1K-grc1,tlg3118/tlg002/tlg3118.tlg002.1st1K-grc1.xml,Syntipas,Narrationes de Syntipa,prose-dialogue,high,prose-dialogue,
tlg3129.ogl001.1st1K-grc1,tlg3129/ogl001/tlg3129.ogl001.1st1K-grc1.xml,Theophylactus,Commentary on St. Cyril In XII Prophetas,unknown,low,unknown,
tlg3135.tlg001.1st1K-grc1,tlg3135/tlg001/tlg3135.tlg001.1st1K-grc1.xml,Joannes Zonaras,Epitome Historiarum,prose-historiography,high,prose-historiography,
tlg3135.tlg011.1st1K-grc1,tlg3135/tlg011/tlg3135.tlg011.1st1K-grc1.xml,Joannes Zonaras,Argumenta,prose-historiography,high,prose-historiography,
tlg3135.tlg012.1st1K-grc1,tlg3135/tlg012/tlg3135.tlg012.1st1K-grc1.xml,Joannes Zonaras,Chronologia,prose-historiography,high,prose-historiography,
tlg3156.tlg001.1st1K-grc1,tlg3156/tlg001/tlg3156.tlg001.1st1K-grc1.xml,Anonymi Exegesis in Hesiodi Theogoniam,Exegesis in Hesiodi theogoniam,prose-philosophy,high,prose-philosophy,
tlg4003.tlg001.1st1K-grc1,tlg4003/tlg001/tlg4003.tlg001.1st1K-grc1.xml,"Marcianus, of Heraclea",Periplus maris exteri,prose-geography,high,prose-geography,
tlg4003.tlg002.1st1K-grc1,tlg4003/tlg002/tlg4003.tlg002.1st1K-grc1.xml,"Marcianus, of Heraclea",Menippi periplus maris interni (epitome Marciani),prose-geography,high,prose-geography,
tlg4003.tlg003.1st1K-grc1,tlg4003/tlg003/tlg4003.tlg003.1st1K-grc1.xml,"Marcianus, of Heraclea",Artemidori Geographia (Epitome Marciani),prose-geography,high,prose-geography,
tlg4013.tlg001.1st1K-grc1,tlg4013/tlg001/tlg4013.tlg001.1st1K-grc1.xml,Simplicius,In Aristotelis Quattuor Libros De Caelo Commentaria,prose-philosophy,high,prose-philosophy,
tlg4013.tlg003.1st1K-grc1,tlg4013/tlg003/tlg4013.tlg003.1st1K-grc1.xml,Simplicius,In Aristotelis Categorias Commentarium,prose-philosophy,high,prose-philosophy,
